rank,title,artist,last_week,peak,duration,image-url
57,Walk Em Down,NLE Choppa Featuring Roddy Ricch,94,57,2,"url(""https://charts-static.billboard.com/img/2020/04/nle-choppa-7eu-walk-em-down-7lm-155x155.jpg"");"
58,I Hope You're Happy Now,Carly Pearce & Lee Brice,64,58,13,"url(""https://charts-static.billboard.com/img/2019/10/carly-pearce-rdp-i-hope-youre-happy-now-1s8-155x155.jpg"");"
59,Does To Me,Luke Combs Featuring Eric Church,63,59,3,"url(""https://charts-static.billboard.com/img/2019/11/luke-combs-m9g-does-to-me-9ea-155x155.jpg"");"
60,Loyal,PARTYNEXTDOOR Featuring Drake,-,60,3,"url(""https://charts-static.billboard.com/img/2013/07/partynextdoor-a5g-155x155.jpg"");"
61,After Hours,The Weeknd,22,20,6,"url(""https://charts-static.billboard.com/img/2020/02/the-weeknd-pqn-after-hours-iol-155x155.jpg"");"
62,Supalonely,BENEE Featuring Gus Dapperton,71,62,3,"url(""https://www.billboard.com/assets/1586539892/images/charts/bb-placeholder-new.jpg"");"
63,Myron,Lil Uzi Vert,54,13,3,"url(""https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-155x155.jpg"");"
64,Tusa,Karol G & Nicki Minaj,66,42,18,"url(""https://charts-static.billboard.com/img/2019/11/karol-g-etl-tusa-3rn-155x155.jpg"");"
65,P*$$y Fairy (OTW),Jhene Aiko,67,40,11,"url(""https://www.billboard.com/assets/1586539892/images/charts/bb-placeholder-new.jpg"");"
66,Before You Go,Lewis Capaldi,77,66,9,"url(""https://charts-static.billboard.com/img/2017/04/lewis-capaldi-s2h-155x155.jpg"");"
67,Come Thru,Summer Walker & Usher,88,42,14,"url(""https://charts-static.billboard.com/img/2018/09/summer-walker-1sj-87x87.jpg"");"
68,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,90,68,10,"url(""https://charts-static.billboard.com/img/2019/08/diplo-i1q-heartless-sm0-155x155.jpg"");"
69,Underdog,Alicia Keys,-,69,2,"url(""https://charts-static.billboard.com/img/2001/03/alicia-keys-xkr-155x155.jpg"");"
70,The Other Side,SZA X Justin Timberlake,79,61,5,"url(""https://charts-static.billboard.com/img/2014/04/sza-8os-155x155.jpg"");"
71,Know Your Worth,Khalid x Disclosure,82,57,8,"url(""https://charts-static.billboard.com/img/2020/02/khalid-p0u-know-your-worth-afz-155x155.jpg"");"
72,OUT WEST,JACKBOYS Featuring Young Thug,78,38,12,"url(""https://charts-static.billboard.com/img/2020/01/jackboys-featuring-young-thug-f1n-155x155.jpg"");"
73,Emotionally Scarred,Lil Baby,89,31,5,"url(""https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-155x155.jpg"");"
74,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",75,55,4,"url(""https://charts-static.billboard.com/img/2020/03/lil-yachty-0f9-oprahs-bank-account-hhw-155x155.jpg"");"
75,P2,Lil Uzi Vert,70,11,4,"url(""https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-155x155.jpg"");"
76,B.I.T.C.H.,Megan Thee Stallion,81,31,8,"url(""https://charts-static.billboard.com/img/2019/01/megan-thee-stallion-fnn-155x155.jpg"");"
77,Physical,Dua Lipa,-,60,2,"url(""https://charts-static.billboard.com/img/2020/02/dua-lipa-5k0-physical-8kj-155x155.jpg"");"
78,After A Few,Travis Denning,-,78,1,"url(""https://charts-static.billboard.com/img/2019/02/travis-denning-000-after-a-few-8ld-155x155.jpg"");"
79,That Way,Lil Uzi Vert,73,20,5,"url(""https://charts-static.billboard.com/img/2020/03/lil-uzi-vert-mre-that-way-m2h-155x155.jpg"");"
80,B.S.,Jhene Aiko Featuring H.E.R.,76,24,4,"url(""https://charts-static.billboard.com/img/2016/10/her-6td-155x155.jpg"");"
81,I Love My Country,Florida Georgia Line,-,81,1,"url(""https://charts-static.billboard.com/img/2020/04/florida-georgia-line-wbf-i-love-my-country-n7j-155x155.jpg"");"
82,Grace,Lil Baby & 42 Dugg,85,48,5,"url(""https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-155x155.jpg"");"
83,Make No Sense,YoungBoy Never Broke Again,96,57,20,"url(""https://charts-static.billboard.com/img/2017/06/youngboy-never-broke-again-cu3-155x155.jpg"");"
84,Yummy,Justin Bieber,83,2,13,"url(""https://charts-static.billboard.com/img/2020/01/justin-bieber-4oh-yummy-vs5-155x155.jpg"");"
85,Save Your Tears,The Weeknd,41,41,2,"url(""https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-155x155.jpg"");"
86,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",-,81,3,"url(""https://charts-static.billboard.com/img/2016/10/bad-bunny-157-155x155.jpg"");"
87,La Dificil,Bad Bunny,100,33,5,"url(""https://charts-static.billboard.com/img/2016/10/bad-bunny-157-155x155.jpg"");"
88,Ridin' Roads,Dustin Lynch,-,47,18,"url(""https://charts-static.billboard.com/img/2019/03/dustin-lynch-wz1-ridin-roads-fgt-155x155.jpg"");"
89,Si Veo A Tu Mama,Bad Bunny,92,32,5,"url(""https://charts-static.billboard.com/img/2016/10/bad-bunny-157-155x155.jpg"");"
90,The Man,Taylor Swift,-,23,6,"url(""https://charts-static.billboard.com/img/2019/09/taylor-swift-70p-the-man-05f-155x155.jpg"");"
91,Hard To Forget,Sam Hunt,-,91,1,"url(""https://charts-static.billboard.com/img/2014/06/sam-hunt-2mf-155x155.jpg"");"
92,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,98,60,7,"url(""https://charts-static.billboard.com/img/2019/03/polo-g-g7p-155x155.jpg"");"
93,Last Time I Say Sorry,Kane Brown & John Legend,-,93,1,"url(""https://charts-static.billboard.com/img/2020/04/kane-brown-ndj-last-time-i-say-sorry-vw8-155x155.jpg"");"
94,What A Man Gotta Do,Jonas Brothers,72,16,11,"url(""https://charts-static.billboard.com/img/2020/01/jonas-brothers-r3d-what-a-man-gotta-do-nnf-155x155.jpg"");"
95,Heatin Up,Lil Baby & Gunna,91,18,5,"url(""https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-155x155.jpg"");"
96,If The World Was Ending,JP Saxe Featuring Julia Michaels,-,96,1,"url(""https://charts-static.billboard.com/img/2017/08/julia-michaels.jpg"");"
97,Vete,Bad Bunny,99,33,18,"url(""https://charts-static.billboard.com/img/2016/10/bad-bunny-157-155x155.jpg"");"
98,Baby Pluto,Lil Uzi Vert,74,6,4,"url(""https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-155x155.jpg"");"
99,Into The Unknown,Idina Menzel & AURORA,97,46,12,"url(""https://charts-static.billboard.com/img/2017/04/idina-menzel.jpg"");"
100,July,Noah Cyrus Featuring Leon Bridges,-,91,5,"url(""https://charts-static.billboard.com/img/2016/12/noah-cyrus-g70-155x155.jpg"");"
